path,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,yaw,pitch,roll
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/668.jpg,57,23,286,696,21.468597678498146,3.2202141759925706,-0.4442328762444274
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/674.jpg,161,19,1593,4001,19.54005382463147,12.6721822112549,1.6685778611341475
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/679.jpg,54,25,230,524,1.8900880785135292,9.638857952642692,0.4169084526977902
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/687.jpg,83,127,931,1873,6.203826457652848,13.071904491474015,2.8201779043009703
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/688.jpg,44,12,279,701,13.347390772008572,-15.370634782139625,-5.345342855918846
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/694.jpg,59,34,192,404,15.333272107202685,-5.652678092522227,-3.1030431886599548
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/698.jpg,226,199,893,1992,0.6182720970738068,-9.79159214322641,10.33039247958091
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/699.jpg,75,60,363,768,-2.087237921987314,-12.252619866201904,5.173988046450291
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/700.jpg,70,16,355,810,1.7739810312363218,-6.843532215834233,1.4971060743280369
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/702.jpg,52,70,637,1483,-3.6795999356446565,-0.9549243025397711,4.484257078332342
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/707.jpg,222,138,1022,1838,1.9575238700299982,-13.947017592037849,4.964486072792324
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/713.jpg,66,26,216,335,5.144578196448962,-3.013001654444682,-2.4846715602348817
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/721.jpg,162,101,1018,2122,2.3577916894228874,-16.24004641624335,11.505361796469439
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/727.jpg,101,60,551,1046,8.494318787816113,46.879230615094556,-3.8269229839611048
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/729.jpg,396,113,1451,2737,7.0990852874126285,-10.349865007605523,14.337421087179527
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/730.jpg,41,24,299,749,6.479601838215195,-0.10612156952449256,-2.4348267854884225
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/743.jpg,50,104,1407,2445,0.6765601490603367,32.31909431538475,-6.419837954547315
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/748.jpg,84,101,776,1715,-10.207547953572984,-3.112188372786866,-8.56556571762311
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/751.jpg,125,16,268,363,11.14666530018543,-24.792509339408035,-1.188572361800909
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/752.jpg,78,80,828,1674,-7.6523813791642565,-3.756432855845179,-1.4165167266130916
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/754.jpg,134,37,595,1365,3.827746619641808,-6.991674399383391,-1.8417935383054558
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/760.jpg,47,2,311,609,-0.6223048948261748,-1.2868234680338757,10.205435471499412
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/765.jpg,57,54,295,742,-2.8280944585098204,-10.652869141603095,-7.723170659409859
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/767.jpg,100,82,1625,3469,5.662548218330961,1.0215622723164124,10.982590781046232
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/772.jpg,42,19,237,497,3.1087730437202095,-7.583551136270002,-3.083401167901734
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/776.jpg,131,107,443,880,6.249373494618955,-10.523160264148508,0.47260042707538635
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/778.jpg,239,145,1190,2273,0.38990962398481405,10.15172107327015,1.0964546654657268
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/779.jpg,68,77,420,1044,-1.697685025527343,-11.665884285594563,-3.5454827987843043
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/781.jpg,94,24,322,526,-1.7650916765767697,-3.8172096106356137,5.419004463128358
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/782.jpg,147,81,985,2249,2.0617867853862966,6.43484492474887,-4.673548062977216
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/783.jpg,370,14,1991,2899,8.41252703527199,-13.136950790967287,4.622550071198659
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/788.jpg,113,8,549,1228,1.7340806989135211,-16.85305996051971,5.723875422272268
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/790.jpg,98,49,237,447,-5.549063380549776,-7.76540888873692,-9.464304921840153
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/791.jpg,13,6,564,1387,-0.9486251421261028,-6.065484083662088,2.3261401464608853
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/793.jpg,71,42,304,553,-0.24806101101426103,-13.8398910510918,17.394384538684488
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/796.jpg,80,60,291,650,-1.376892315491549,-9.400402986206498,-1.9705961608314697
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/797.jpg,112,125,506,1289,0.388636219380744,1.063635013339065,-0.13279287363309517
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/802.jpg,34,3,219,464,2.955215710419669,-3.875873344990728,3.043388324027742
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/803.jpg,209,150,688,1273,0.21215765251963306,-1.2619045397995226,-1.2975465592453754
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/807.jpg,32,2,234,594,-1.3693201982734349,-4.409876707911158,-5.619163563159557
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/808.jpg,58,23,257,571,1.1205300643309857,9.382663671108233,3.2837614390685594
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/817.jpg,199,84,451,667,-1.7058474756887958,-10.449793636999422,13.668368957961254
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/819.jpg,109,43,455,970,1.1061960852350667,-4.574642581691998,-15.959732965050256
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/821.jpg,265,95,1352,2969,-1.2834144597822574,-9.079458483295623,-4.865893208192982
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/826.jpg,270,97,1219,2162,-1.1960672890131212,-5.247981407187379,-14.186257709303288
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/827.jpg,120,54,711,1621,6.274625096991463,7.183659520685919,2.940493473297014
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/831.jpg,353,240,1023,2429,1.4344601386138067,-14.872064938856846,-7.050627215285771
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/833.jpg,151,20,875,1597,14.825254771290254,3.175929428268137,1.8197537426787036
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/838.jpg,119,40,611,953,-9.138330065780478,-6.295021353744625,-22.582026879362896
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/842.jpg,145,3,628,1269,1.2966370902881037,-3.1790277267415874,-9.95534887487627
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/843.jpg,205,74,1270,3232,-0.3956127352417009,-12.177237826173121,-0.13217901251760442
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/847.jpg,255,81,1251,2619,2.2728116971034784,4.04148998051023,2.3668139039144918
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/849.jpg,146,100,1085,2791,5.617228962374002,-7.089651274146369,-0.6905560065772725
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/851.jpg,403,118,1333,3193,10.955400439666665,3.414329551206087,-2.6432312729923377
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/852.jpg,301,162,994,1884,13.770463764867873,4.978889957969645,6.324191905977156
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/858.jpg,132,103,1485,3028,1.6684122678303694,10.988524374551181,-10.16476929918925
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/860.jpg,311,44,1255,2508,9.032366479011932,8.151003421988053,4.1179795280217455
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/862.jpg,82,110,1386,2865,-12.102602699202102,-5.776047491539135,-8.417929148474634
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/863.jpg,229,61,1051,2205,0.4534465507880036,-15.616189433490776,-11.616987984112502
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/864.jpg,106,309,1018,2770,5.299338147566723,6.822441652191771,1.9431982778011905
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/865.jpg,125,127,358,611,-0.4167614366310264,-4.211059116050112,5.977940352512992
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/869.jpg,101,158,1132,2735,13.067943209918628,-0.6183689383561705,4.4459145866239655
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/875.jpg,51,18,1360,3530,1.434002804604833,-9.642734596122617,-0.4121231544231948
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/883.jpg,132,58,1292,3173,2.2239643123810056,16.20316415355722,-0.7070957979930507
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/886.jpg,86,49,751,1673,-1.2613362843775993,-10.82280951005625,1.2231199442671892
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/888.jpg,137,53,501,989,-2.3501750399770436,-2.658568457679293,0.41338901679895185
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/895.jpg,131,69,1167,2591,-4.874170118340144,-2.383924376723666,-14.496346116335314
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/899.jpg,199,94,1049,2616,10.296088886343954,6.958792163091388,2.0007943622456197
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/900.jpg,212,144,448,709,8.460272067001195,-11.865498282709922,1.5678990240551902
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/901.jpg,63,45,365,891,-1.9198572871297117,-0.3972461873462685,-3.517413854888482
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/905.jpg,23,47,113,248,0.6729429350652523,8.3726849441841,-0.7104729834307327
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/906.jpg,64,45,327,590,6.550462832368073,-6.0806041490615454,1.6894725525729348
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/907.jpg,18,8,173,393,-0.9987439491426701,-6.220985971624033,14.135211310660921
/Users/franciscapessanha/Desktop/code/pose_estimation/../dataset/images/910.jpg,14,17,168,441,13.39967892411414,-1.2898343365324405,0.2232994027296217
